source_idx,domain,verdict,reason,exp_goal,quoted_title,doi,resolved_title,container,year,type,match,quality
9617,culture,unverifiable,no_derived_claims,"In the 'XTT Assay of Antifungal Activity' protocol, what are the sequential steps specifically involved in preparing and processing A. fumigatus conidia before they are plated for germination? Please provide the experimental protocol to solve this problem.",XTT Assay of Antifungal Activity,10.21769/bioprotoc.1543,XTT Assay of Antifungal Activity,BIO-PROTOCOL,2015,journal-article,1.0,high
9619,culture,unverifiable,extract_failed,"Within the sample preparation phase of the mitochondrial transport experiment, what are the key sub-stages that researchers must complete before moving on to analysis? Please provide the experimental protocol to solve this problem.",,,,,,,,
9621,flow,unverifiable,no_flow_raw,"For researchers using the modified collagenase IV rat model of intracerebral hemorrhage, what are the key procedural phases specifically within the stereotactic injection stage of the protocol? Please provide the experimental protocol to solve this problem.",,,,,,,,
9623,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'separate'","What are the major phases of the ""Phakopsora pachyrhizi Infection Bioassay in Detached Soybean Transgenic Leaves for Candidate Gene Validation"" protocol, from the initial sampling of infected material through to final uredospore quantification? Please provide the experimental protocol to solve this ",Phakopsora pachyrhizi Infection Bioassay in Detached Soybean Transgenic Leaves for Candidate Gene Validation,10.21769/bioprotoc.1540,Phakopsora pachyrhizi Infection Bioassay in Detached Soybean Transgenic Leaves for Candidate Gene Validation,BIO-PROTOCOL,2015,journal-article,1.0,high
9626,flow,unverifiable,no_flow_raw,"In the 'Micro-scale NMR Experiments for Monitoring the Optimization of Membrane Protein Solutions for Structural Biology' protocol, what are the major sequential stages of the workflow, from preparing isotopically labeled IMP samples through to optimizing conditions based on NMR data? Please provide",Micro-scale NMR Experiments for Monitoring the Optimization of Membrane Protein Solutions for Structural Biology,10.21769/bioprotoc.1539,Micro-scale NMR Experiments for Monitoring the Optimization of Membrane Protein Solutions for Structural Biology,BIO-PROTOCOL,2015,journal-article,1.0,high
9631,flow,unverifiable,no_derived_claims,"In measuring the hydrodynamic properties of IMP/detergent micelles with microcoil NMR, what exact steps must be taken to determine and optimize the hydrodynamic radius (Rh)? Please provide the experimental protocol to solve this problem.",,,,,,,,
9632,culture,unverifiable,no_culture_raw,"What are the major sequential stages of the 'In vitro DNA Protection Assay Using Oxidative Stress' experiment, from the initial preparation of DNA-protein mixtures to the final statistical analysis of DNA damage protection? Please provide the experimental protocol to solve this problem.",In vitro DNA Protection Assay Using Oxidative Stress,10.21769/bioprotoc.1538,In vitro DNA Protection Assay Using Oxidative Stress,BIO-PROTOCOL,2015,journal-article,1.0,high
9634,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '2-well'","In the ""In vitro DNA Protection Assay Using Oxidative Stress"" protocol, what are the exact steps involved in the ""Addition of Hydrogen Peroxide"" phase, where hydroxyl radicals are generated to induce DNA nicking? Please provide the experimental protocol to solve this problem.",In vitro DNA Protection Assay Using Oxidative Stress,10.21769/bioprotoc.1538,In vitro DNA Protection Assay Using Oxidative Stress,BIO-PROTOCOL,2015,journal-article,1.0,high
9634,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '2-well'","In the ""In vitro DNA Protection Assay Using Oxidative Stress"" protocol, what are the exact steps involved in the ""Addition of Hydrogen Peroxide"" phase, where hydroxyl radicals are generated to induce DNA nicking? Please provide the experimental protocol to solve this problem.",Addition of Hydrogen Peroxide,10.21769/bioprotoc.1538,In vitro DNA Protection Assay Using Oxidative Stress,BIO-PROTOCOL,2015,journal-article,1.0,high
9635,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microfuge'","In the 'Nanofluidic Proteomic Immunoassay' protocol, what are the main sub-stages specifically within the ""Cell Culture and Lysate Preparation"" phase, from growing cells to storing protein extracts? Please provide the experimental protocol to solve this problem.",Nanofluidic Proteomic Immunoassay,10.21769/bioprotoc.1537,Nanofluidic Proteomic Immunoassay,BIO-PROTOCOL,2015,journal-article,1.0,high
9635,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microfuge'","In the 'Nanofluidic Proteomic Immunoassay' protocol, what are the main sub-stages specifically within the ""Cell Culture and Lysate Preparation"" phase, from growing cells to storing protein extracts? Please provide the experimental protocol to solve this problem.",Cell Culture and Lysate Preparation,10.21769/bioprotoc.1537,Nanofluidic Proteomic Immunoassay,BIO-PROTOCOL,2015,journal-article,1.0,high
9638,culture,unverifiable,no_derived_claims,"Focusing only on the preparation of dialysis membrane chambers (DMCs) for implantation in the rat peritoneal cavity, what are the key stages from initial setup through storage of the filled chambers? Please provide the experimental protocol to solve this problem.",,,,,,,,
9647,culture,unverifiable,no_culture_raw,"In the ""Atomic Force Microscopy (AFM) Analysis of Cell Wall Structural Glycoproteins in vitro"" experiment, what are the exact steps required for preparing the imaging substrate, starting from cleaning the glass slide through to attaching the HOPG surface? Please provide the experimental protocol to ",Atomic Force Microscopy (AFM) Analysis of Cell Wall Structural Glycoproteins in vitro,10.21769/bioprotoc.1534,Atomic Force Microscopy (AFM) Analysis of Cell Wall Structural Glycoproteins in vitro,BIO-PROTOCOL,2015,journal-article,1.0,high
9649,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","In the RNA ligation stage of the ""Circular RT-PCR Assay Using Arabidopsis Samples,"" what are the key steps required to prepare and process RNA for circularization before moving on to reverse transcription? Please provide the experimental protocol to solve this problem.",Circular RT-PCR Assay Using Arabidopsis Samples,10.21769/bioprotoc.1533,Circular RT-PCR Assay Using Arabidopsis Samples,BIO-PROTOCOL,2015,journal-article,1.0,high
9650,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","In the ""Circular RT-PCR Assay Using Arabidopsis Samples"" protocol, what is the exact step-by-step process for the RNA precipitation stage of the circular RNA ligation procedure, including how the RNA is recovered and stored after ligation? Please provide the experimental protocol to solve this probl",Circular RT-PCR Assay Using Arabidopsis Samples,10.21769/bioprotoc.1533,Circular RT-PCR Assay Using Arabidopsis Samples,BIO-PROTOCOL,2015,journal-article,1.0,high
9657,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'MICROARRAY'","Focusing on the initial large-scale screening phase of the Candida glabrata profiling protocol, what are the key procedural stages required to test mutant strains on solid YPD under different stress conditions? Please provide the experimental protocol to solve this problem.",,,,,,,,
9661,culture,unverifiable,no_derived_claims,"In the microdilution assay with liquid media for Candida glabrata deletion mutants, what are the exact steps for preparing and incubating the 96-well plates after cell cultures and compound dilutions have been prepared? Please provide the experimental protocol to solve this problem.",,,,,,,,
9662,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'MICROFICHE'","In the ""Genetic Transformation of Candida glabrata by Heat Shock"" protocol, how should the fungal cells be regenerated after the heat shock step to ensure they recover properly before plating on selective medium? Please provide the experimental protocol to solve this problem.",Genetic Transformation of Candida glabrata by Heat Shock,10.21769/bioprotoc.1529,Genetic Transformation of Candida glabrata by Heat Shock,BIO-PROTOCOL,2015,journal-article,1.0,high
9663,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'MICROFICHD'","If a researcher wants a concise roadmap of the 'Culture Preparation' stage in the Candida glabrata electroporation protocol, what are the key steps involved before moving on to cell treatment? Please provide the experimental protocol to solve this problem.",Culture Preparation,10.3366/edinburgh/9781474484138.003.0005,Acting Culture and Audition Preparation,Screen Acting,2022,book-chapter,0.655,medium
9670,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","In the ""Bean Pod Mottle Virus (BPMV) Viral Inoculation Procedure in Common Bean (Phaseolus vulgaris L.)"", what are the key phases specifically within the primary inoculation workflow, from DNA plasmid preparation to post-inoculation plant care? Please provide the experimental protocol to solve this ",Bean Pod Mottle Virus (BPMV) Viral Inoculation Procedure in Common Bean (Phaseolus vulgaris L.),10.21769/bioprotoc.1524,Bean Pod Mottle Virus (BPMV) Viral Inoculation Procedure in Common Bean (Phaseolus vulgaris L.),BIO-PROTOCOL,2015,journal-article,1.0,high
9678,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'WELL'","In the protocol for in vivo plasmid assembly in Saccharomyces cerevisiae, what are the key steps of the plasmid recovery and purification process after yeast transformation, before introducing the plasmid into bacteria? Please provide the experimental protocol to solve this problem.",,,,,,,,
9679,culture,unverifiable,no_culture_raw,"In the 'Complex in vivo Ligation Using Homologous Recombination and High-efficiency Plasmid Rescue from Saccharomyces cerevisiae' protocol, what are the exact steps involved in the plasmid recovery phase after yeast colonies have been selected on agar plates? Please provide the experimental protocol",Complex in vivo Ligation Using Homologous Recombination and High-efficiency Plasmid Rescue from Saccharomyces cerevisiae,10.21769/bioprotoc.1521,Complex in vivo Ligation Using Homologous Recombination and High-efficiency Plasmid Rescue from Saccharomyces cerevisiae,BIO-PROTOCOL,2015,journal-article,1.0,high
9681,culture,unverifiable,no_culture_raw,"In the context of studying protein-protein interactions using Nicotiana benthamiana, what are the sequential steps specifically involved in preparing and treating Agrobacterium cultures before plant infiltration? Please provide the experimental protocol to solve this problem.",,,,,,,,
9682,culture,unverifiable,no_derived_claims,"In the 'Protein Immunoprecipitation Using Nicotiana benthamiana Transient Expression' protocol, what are the exact steps involved in the 'Agrobacterium Centrifugation and Pellet Preparation' stage to ensure successful pelleting of bacterial cells for subsequent resuspension in infiltration solution?",Protein Immunoprecipitation Using Nicotiana benthamiana Transient Expression,10.21769/bioprotoc.1520,Protein Immunoprecipitation Using Nicotiana benthamiana Transient Expression System,BIO-PROTOCOL,2015,journal-article,0.956,high
9682,culture,unverifiable,no_derived_claims,"In the 'Protein Immunoprecipitation Using Nicotiana benthamiana Transient Expression' protocol, what are the exact steps involved in the 'Agrobacterium Centrifugation and Pellet Preparation' stage to ensure successful pelleting of bacterial cells for subsequent resuspension in infiltration solution?",Agrobacterium Centrifugation and Pellet Preparation,10.21769/bioprotoc.1520,Protein Immunoprecipitation Using Nicotiana benthamiana Transient Expression System,BIO-PROTOCOL,2015,journal-article,0.956,high
9683,culture,unverifiable,no_culture_raw,"During the 'Washing and Elution' stage of protein immunoprecipitation with FLAG beads, what are the detailed steps to ensure removal of nonspecific proteins and elution of the target protein? Please provide the experimental protocol to solve this problem.",Washing and Elution,10.1016/j.pep.2009.11.004,"MEP HyperCel chromatography II: Binding, washing and elution",Protein Expression and Purification,2010,journal-article,0.481,none
9701,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'Wells'","Within the protoplast preparation phase of the Arabidopsis aluminium stress study, what are the key sub-stages researchers must carry out to isolate viable protoplasts before their use in stress treatment? Please provide the experimental protocol to solve this problem.",,,,,,,,
9702,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","In the ""Detection of Alternative Oxidase Expression in Arabidopsis thaliana Protoplasts Treated with Aluminium"" protocol, what is the detailed sequence of steps for the ""Enzyme Digestion"" portion of Arabidopsis leaf preparation required to release protoplasts? Please provide the experimental protoco",Detection of Alternative Oxidase Expression in Arabidopsis thaliana Protoplasts Treated with Aluminium,10.21769/bioprotoc.1515,Detection of Alternative Oxidase Expression in Arabidopsis thaliana Protoplasts Treated with Aluminium,BIO-PROTOCOL,2015,journal-article,1.0,high
9702,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","In the ""Detection of Alternative Oxidase Expression in Arabidopsis thaliana Protoplasts Treated with Aluminium"" protocol, what is the detailed sequence of steps for the ""Enzyme Digestion"" portion of Arabidopsis leaf preparation required to release protoplasts? Please provide the experimental protoco",Enzyme Digestion,10.21769/bioprotoc.1515,Detection of Alternative Oxidase Expression in Arabidopsis thaliana Protoplasts Treated with Aluminium,BIO-PROTOCOL,2015,journal-article,1.0,high
9704,culture,unverifiable,no_derived_claims,"In the aluminium treatment phase of the Arabidopsis protoplast assay, what is the workflow for preparing and incubating protoplasts with AlCl3 prior to live/dead staining? Please provide the experimental protocol to solve this problem.",,,,,,,,
9705,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'MICROFLOUIDIC CHANNEL'",What are the controlled steps involved in lysing Arabidopsis protoplasts and extracting protein for Western blot analysis in the aluminium stress study? Please provide the experimental protocol to solve this problem.,,,,,,,,
9720,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","In the 'Primer Extension Reactions for the PCR-based α-complementation Assay' protocol, how exactly is RNA purified after transcription to ensure removal of DNA contamination and preparation for quantification? Please provide the experimental protocol to solve this problem.",Primer Extension Reactions for the PCR-based α-complementation Assay,10.21769/bioprotoc.1509,Primer Extension Reactions for the PCR- based a- complementation Assay,BIO-PROTOCOL,2015,journal-article,0.978,high
9721,culture,unverifiable,extract_failed,"Within the primer labeling stage of the 'Mismatched Primer Extension Assays,' what are the key sub-steps required to prepare radiolabeled primers before they can be used in extension reactions? Please provide the experimental protocol to solve this problem.",Mismatched Primer Extension Assays,10.21769/bioprotoc.1508,Mismatched Primer Extension Assays,BIO-PROTOCOL,2015,journal-article,1.0,high
9722,culture,unverifiable,no_culture_raw,"In the ""Mismatched Primer Extension Assays"" protocol, what are the specific steps required to remove excess radiolabeled γ-32P ATP from the primer-labeling reaction using G-25 spin columns? Please provide the experimental protocol to solve this problem.",Mismatched Primer Extension Assays,10.21769/bioprotoc.1508,Mismatched Primer Extension Assays,BIO-PROTOCOL,2015,journal-article,1.0,high
9734,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '28x10mm'","For the jugular vein cannulation step in the 'Two-event Transfusion-related Acute Lung Injury Mouse Model,' what are the key procedural actions required to ensure successful vascular access before antibody administration? Please provide the experimental protocol to solve this problem.",Two-event Transfusion-related Acute Lung Injury Mouse Model,10.21769/bioprotoc.1505,Two-event Transfusion-related Acute Lung Injury Mouse Model,BIO-PROTOCOL,2015,journal-article,1.0,high
9745,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'MICROFICHE'","For the initial ""In Vitro Arabidopsis Pollen Tube Growth and Fixation"" stage within this protocol, what are the sequential sub-stages from flower harvesting to verifying pollen tube germination? Please provide the experimental protocol to solve this problem.",In Vitro Arabidopsis Pollen Tube Growth and Fixation,10.1201/9780429187704-5,In-vitro Pollen Germination and Pollen Tube Growth,Pollen Biology and Biotechnology,2019,book-chapter,0.608,medium
9749,culture,unverifiable,no_derived_claims,"In the **Centrifugation and Supernatant Removal** step following NK cell stimulation, what are the specific actions required to process the 96-well plate before adding Brefeldin A and GolgiStop? Please provide the experimental protocol to solve this problem.",,,,,,,,
9758,culture,unverifiable,extract_failed,"What are the major experimental stages in the 'Cytokine-Stimulated Phosphoflow of Whole Blood Using CyTOF Mass Cytometry' protocol, from initial preparation of stimulants to intracellular staining and final intercalator labeling? Please provide the experimental protocol to solve this problem.",Cytokine-Stimulated Phosphoflow of Whole Blood Using CyTOF Mass Cytometry,10.21769/bioprotoc.1495,Cytokine-Stimulated Phosphoflow of Whole Blood Using CyTOF Mass Cytometry,BIO-PROTOCOL,2015,journal-article,1.0,high
9759,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '2-well'","In the stimulation phase of the 'Cytokine-Stimulated Phosphoflow of Whole Blood Using CyTOF Mass Cytometry' protocol, what are the key steps involved in preparing, incubating, and stabilizing whole blood samples after cytokine exposure? Please provide the experimental protocol to solve this problem.",Cytokine-Stimulated Phosphoflow of Whole Blood Using CyTOF Mass Cytometry,10.21769/bioprotoc.1495,Cytokine-Stimulated Phosphoflow of Whole Blood Using CyTOF Mass Cytometry,BIO-PROTOCOL,2015,journal-article,1.0,high
9760,culture,unverifiable,no_culture_raw,"In the ""Cytokine-Stimulated Phosphoflow of Whole Blood Using CyTOF Mass Cytometry"" protocol, what are the exact steps involved in the ""Centrifuge and Wash Cells"" stage after thawing and lysing the fixed whole blood samples? Please provide the experimental protocol to solve this problem.",Cytokine-Stimulated Phosphoflow of Whole Blood Using CyTOF Mass Cytometry,10.21769/bioprotoc.1495,Cytokine-Stimulated Phosphoflow of Whole Blood Using CyTOF Mass Cytometry,BIO-PROTOCOL,2015,journal-article,1.0,high
9760,culture,unverifiable,no_culture_raw,"In the ""Cytokine-Stimulated Phosphoflow of Whole Blood Using CyTOF Mass Cytometry"" protocol, what are the exact steps involved in the ""Centrifuge and Wash Cells"" stage after thawing and lysing the fixed whole blood samples? Please provide the experimental protocol to solve this problem.",Centrifuge and Wash Cells,10.21769/bioprotoc.1495,Cytokine-Stimulated Phosphoflow of Whole Blood Using CyTOF Mass Cytometry,BIO-PROTOCOL,2015,journal-article,1.0,high
9762,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'MICROFICHE'","In the ""Cell Wall Biomass Preparation and Fourier Transform Mid-infrared (FTIR) Spectroscopy to Study Cell Wall Composition"" protocol, what is the detailed sequence of actions involved in the ethanol wash of lignocellulosic biomass, including mixing, incubation, centrifugation, and repetitions? Plea",Cell Wall Biomass Preparation and Fourier Transform Mid-infrared (FTIR) Spectroscopy to Study Cell Wall Composition,10.21769/bioprotoc.1494,Cell Wall Biomass Preparation and Fourier Transform Mid-infrared (FTIR) Spectroscopy to Study Cell Wall Composition,BIO-PROTOCOL,2015,journal-article,1.0,high
9769,culture,unverifiable,no_derived_claims,"In the ""Measurement of Net High-affinity Urea Uptake in Maize Plants"" protocol, what are the exact steps for preparing the urea solution and placing the maize plants in it before measuring uptake? Please provide the experimental protocol to solve this problem.",Measurement of Net High-affinity Urea Uptake in Maize Plants,10.21769/bioprotoc.1490,Measurement of Net High-affinity Urea Uptake in Maize Plants,BIO-PROTOCOL,2015,journal-article,1.0,high
9788,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'WELL'","In the RNA-binding Protein Immunoprecipitation (RIP) protocol designed to study AUF1 interactions with SASP factor mRNAs, what is the exact sequence of actions required during the ""Cell Pellet and Lysis"" phase, starting from pelleting the cells and ending with the lysis incubation? Please provide th",Cell Pellet and Lysis,10.1007/springerreference_31944,Cell-Mediated Lysis,SpringerReference,,reference-entry,0.7,medium
9792,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","In the ""Proximity Ligation Assay (PLA) to Detect Protein-protein Interactions in Breast Cancer"" protocol, once cells are fixed and permeabilized, what is the precise sequence of actions required to block the samples before antibody incubation, and why is this blocking step critical for assay specifi",Proximity Ligation Assay (PLA) to Detect Protein-protein Interactions in Breast Cancer,10.21769/bioprotoc.1479,Proximity Ligation Assay (PLA) to Detect Protein-protein Interactions in Breast Cancer,BIO-PROTOCOL,2015,journal-article,1.0,high
9793,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","In the PLA protocol for breast cancer protein interaction studies, how should a researcher prepare and apply the PLA probes after primary antibody incubation, including reagent dilution and incubation conditions? Please provide the experimental protocol to solve this problem.",,,,,,,,
9801,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'wells'","Focusing only on the ""DNA Extraction"" stage of the human bacterial and fungal amplicon sequencing protocol, what are the main sequential sub-steps a researcher must follow to transition from thawed samples in lysis buffer to purified genomic DNA? Please provide the experimental protocol to solve thi",DNA Extraction,10.1007/springerreference_95060,DNA Extraction,SpringerReference,,reference-entry,1.0,high
9802,culture,unverifiable,no_culture_raw,"In the 'Human Bacterial and Fungal Amplicon Collection and Processing for Sequencing' protocol, what are the exact steps involved in the bead beating and incubation phase of DNA extraction, and why are they critical for efficient microbial lysis from skin swab samples? Please provide the experimenta",Human Bacterial and Fungal Amplicon Collection and Processing for Sequencing,10.21769/bioprotoc.1477,"Human, Bacterial and Fungal Amplicon Collection and Processing for Sequencing",BIO-PROTOCOL,2015,journal-article,0.993,high
9809,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '80_wells'","Within the 'Genome-Wide siRNA Screen for Anti-Cancer Drug Resistance in Adherent Cell Lines' experiment, what are the sequential steps involved in the siRNA reverse transfection phase, from preparing the cells to ensuring protein knockdown? Please provide the experimental protocol to solve this prob",Genome-Wide siRNA Screen for Anti-Cancer Drug Resistance in Adherent Cell Lines,10.21769/bioprotoc.1474,Genome-Wide siRNA Screen for Anti-Cancer Drug Resistance in Adherent Cell Lines,BIO-PROTOCOL,2015,journal-article,1.0,high
9810,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'plate'","In the 'Genome-Wide siRNA Screen for Anti-Cancer Drug Resistance in Adherent Cell Lines' protocol, what is the exact step-by-step procedure for fixing and staining PC9 cells with DAPI during the cell number quantification phase? Please provide the experimental protocol to solve this problem.",Genome-Wide siRNA Screen for Anti-Cancer Drug Resistance in Adherent Cell Lines,10.21769/bioprotoc.1474,Genome-Wide siRNA Screen for Anti-Cancer Drug Resistance in Adherent Cell Lines,BIO-PROTOCOL,2015,journal-article,1.0,high
9813,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'MICROFICHE'","In the 'Fluorescence-based CAPS Multiplex Genotyping on Capillary Electrophoresis Systems' protocol, what is the step-by-step process for preparing the restriction assay, specifically starting from adding the PCR product into a tube and ending with enzyme incubation? Please provide the experimental ",Fluorescence-based CAPS Multiplex Genotyping on Capillary Electrophoresis Systems,10.21769/bioprotoc.1472,Fluorescence-based CAPS Multiplex Genotyping on Capillary Electrophoresis Systems,BIO-PROTOCOL,2015,journal-article,1.0,high
9815,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '20mm'","What are the main experimental phases in the ""Histochemical Detection of Zn in Plant Tissues"" workflow, from initial preparation of plant roots to the microscopic examination of stained sections? Please provide the experimental protocol to solve this problem.",Histochemical Detection of Zn in Plant Tissues,10.21769/bioprotoc.1470,Histochemical Detection of Zn in Plant Tissues,BIO-PROTOCOL,2015,journal-article,1.0,high
9816,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '20mm'","In the ""Histochemical Detection of Zn in Plant Tissues"" protocol, what are the critical sub-steps involved in preparing plant sections for staining, from root incubation through mounting on slides prior to microscopy? Please provide the experimental protocol to solve this problem.",Histochemical Detection of Zn in Plant Tissues,10.21769/bioprotoc.1470,Histochemical Detection of Zn in Plant Tissues,BIO-PROTOCOL,2015,journal-article,1.0,high
9822,culture,unverifiable,no_derived_claims,"For the ""BCA Protein Assay"" section of the mouse brain ELISA protocol, what is the detailed sequence of actions required to prepare and process the samples in the 96-well plate before absorbance measurement? Please provide the experimental protocol to solve this problem.",BCA Protein Assay,10.4016/18109.01,Protein Quantification (BCA Assay),SciVee,2010,dataset,0.51,none
9823,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","In the ""Preparation of ELISA Plate"" section, what are the step-by-step actions required to coat the wells with capture antibody and prepare them for sample loading? Please provide the experimental protocol to solve this problem.",Preparation of ELISA Plate,10.17504/protocols.io.dm6gp35jdvzp/v1,iPSC-derived neurons sample preparation for ELISA assays v1,,2023,posted-content,0.494,none
9828,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '10_cm'","In the Xa21 rice immunity protocol, during the initial rice seed germination step, what is the precise sequence of actions a researcher should follow to prepare and incubate the seeds? Please provide the experimental protocol to solve this problem.",,,,,,,,
9829,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '2-well'","As part of preparing Xoo for use in studying dexamethasone-induced Xa21 expression, what are the exact steps for subculturing the pathogen onto fresh media? Please provide the experimental protocol to solve this problem.",,,,,,,,
9830,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'wells'","In the ""Measurement of Chlorophyll a and Carotenoids Concentration in Cyanobacteria"" protocol, what exact sequence of steps must a researcher follow during the ""Pigment Extraction"" phase to ensure proper light protection and temperature control of the samples? Please provide the experimental protoco",Measurement of Chlorophyll a and Carotenoids Concentration in Cyanobacteria,10.21769/bioprotoc.1467,Measurement of Chlorophyll a and Carotenoids Concentration in Cyanobacteria,BIO-PROTOCOL,2015,journal-article,1.0,high
9830,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'wells'","In the ""Measurement of Chlorophyll a and Carotenoids Concentration in Cyanobacteria"" protocol, what exact sequence of steps must a researcher follow during the ""Pigment Extraction"" phase to ensure proper light protection and temperature control of the samples? Please provide the experimental protoco",Pigment Extraction,10.21769/bioprotoc.1467,Measurement of Chlorophyll a and Carotenoids Concentration in Cyanobacteria,BIO-PROTOCOL,2015,journal-article,1.0,high
9836,culture,unverifiable,extract_failed,"In the ""Quantification of HIV RNA and Human Herpesvirus DNA in Seminal Plasma"" protocol, what are the exact steps required to perform the reverse transcription of extracted RNA during the cDNA generation phase? Please provide the experimental protocol to solve this problem.",Quantification of HIV RNA and Human Herpesvirus DNA in Seminal Plasma,10.21769/bioprotoc.1465,Quantification of HIV RNA and Human Herpesvirus DNA in Seminal Plasma,BIO-PROTOCOL,2015,journal-article,1.0,high
9843,flow,unverifiable,extract_failed,"Focusing only on the FT-ICR/MS analysis stage of the 'Arabidopsis Metabolome Analysis Using Infusion ESI FT-ICR/MS' protocol, what are the key steps involved in running mass spectrometry from ionization setup through data processing? Please provide the experimental protocol to solve this problem.",Arabidopsis Metabolome Analysis Using Infusion ESI FT-ICR/MS,10.21769/bioprotoc.1463,Arabidopsis Metabolome Analysis Using Infusion ESI FT-ICR/MS,BIO-PROTOCOL,2015,journal-article,1.0,high
9846,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","Focusing only on the sample preparation stage of the 'A Protocol to Measure the Cytoplasmic Calcium in Arabidopsis Guard Cells,' what are the sequential sub-steps required before fluo-3 AM dye loading? Please provide the experimental protocol to solve this problem.",A Protocol to Measure the Cytoplasmic Calcium in Arabidopsis Guard Cells,10.21769/bioprotoc.1462,A Protocol to Measure the Cytoplasmic Calcium in Arabidopsis Guard Cells,BIO-PROTOCOL,2015,journal-article,1.0,high
9849,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'separate'","For the in vitro component of the luminescence-based Ralstonia solanacearum quantification protocol, what are the major procedural stages involved in assessing lux reporter activity in liquid culture? Please provide the experimental protocol to solve this problem.",,,,,,,,
9850,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'W'","What are the main phases of the ""An Assay to Test Manganese Tolerance in Arabidopsis"" protocol, from seed sterilization through manganese accumulation analysis, that together provide a high-level experimental workflow for assessing plant tolerance? Please provide the experimental protocol to solve t",An Assay to Test Manganese Tolerance in Arabidopsis,10.21769/bioprotoc.1460,An Assay to Test Manganese Tolerance in Arabidopsis,BIO-PROTOCOL,2015,journal-article,1.0,high
9852,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microtitre'","In the ""Growth Tests of A. thaliana Plants in Manganese Excess"" section, what specific steps are required to grow Arabidopsis seedlings under manganese stress conditions before measuring fresh weight? Please provide the experimental protocol to solve this problem.",Growth Tests of A. thaliana Plants in Manganese Excess,10.1007/springerreference_110387,Manganese Excess,SpringerReference,,reference-entry,0.457,none
9858,culture,unverifiable,no_culture_raw,"Can you provide a high-level overview of the major stages in the ""Glioma Associated Stem Cells (GASCs) Isolation and Culture"" protocol, from the initial tumor processing to the stage of establishing expandable stem cell cultures in vitro? Please provide the experimental protocol to solve this proble",Glioma Associated Stem Cells (GASCs) Isolation and Culture,10.21769/bioprotoc.1457,Glioma Associated Stem Cells (GASCs) Isolation and Culture,BIO-PROTOCOL,2015,journal-article,1.0,high
